arm,task,task_type,fraction,pct,n_train,subsample_seed,head_seed,metric,split,value
e2e,HIV,classification,0.05,5,1645,2,1,roc_auc,train,0.923444473905166
e2e,HIV,classification,0.05,5,1645,2,2,roc_auc,train,0.879673206946838
e2e,HIV,classification,0.05,5,1645,2,3,roc_auc,train,0.9261953687745814
e2e,HIV,classification,0.05,5,1645,2,4,roc_auc,train,0.9097839056078484
e2e,HIV,classification,0.05,5,1645,2,0,nef1,test,0.2142857142857142
e2e,HIV,classification,0.05,5,1645,2,1,nef1,test,0.1904761904761904
e2e,HIV,classification,0.05,5,1645,2,2,nef1,test,0.2619047619047619
e2e,HIV,classification,0.05,5,1645,2,3,nef1,test,0.119047619047619
e2e,HIV,classification,0.05,5,1645,2,4,nef1,test,0.2857142857142857
e2e,HIV,classification,0.1,10,3290,0,0,roc_auc,test,0.7239537264141833
e2e,HIV,classification,0.1,10,3290,0,1,roc_auc,test,0.7234438672048513
e2e,HIV,classification,0.1,10,3290,0,2,roc_auc,test,0.7229224202862164
e2e,HIV,classification,0.1,10,3290,0,3,roc_auc,test,0.7147453600880667
e2e,HIV,classification,0.1,10,3290,0,4,roc_auc,test,0.7113308484134495
e2e,HIV,classification,0.1,10,3290,0,0,roc_auc,train,0.9064009231145436
e2e,HIV,classification,0.1,10,3290,0,1,roc_auc,train,0.8998354492287002
e2e,HIV,classification,0.1,10,3290,0,2,roc_auc,train,0.874564424428912
e2e,HIV,classification,0.1,10,3290,0,3,roc_auc,train,0.8741772461435006
e2e,HIV,classification,0.1,10,3290,0,4,roc_auc,train,0.923403653740346
e2e,HIV,classification,0.1,10,3290,0,0,nef1,test,0.5238095238095238
e2e,HIV,classification,0.1,10,3290,0,1,nef1,test,0.4285714285714285
e2e,HIV,classification,0.1,10,3290,0,2,nef1,test,0.5
e2e,HIV,classification,0.1,10,3290,0,3,nef1,test,0.5476190476190477
e2e,HIV,classification,0.1,10,3290,0,4,nef1,test,0.4285714285714285
e2e,HIV,classification,0.1,10,3290,1,0,roc_auc,test,0.671294347129145
e2e,HIV,classification,0.1,10,3290,1,1,roc_auc,test,0.6756242878386991
e2e,HIV,classification,0.1,10,3290,1,2,roc_auc,test,0.6843681801502539
e2e,HIV,classification,0.1,10,3290,1,3,roc_auc,test,0.6765735143591031
e2e,HIV,classification,0.1,10,3290,1,4,roc_auc,test,0.6765010911759594
e2e,HIV,classification,0.1,10,3290,1,0,roc_auc,train,0.8727482526032645
e2e,HIV,classification,0.1,10,3290,1,1,roc_auc,train,0.8375379536608726
e2e,HIV,classification,0.1,10,3290,1,2,roc_auc,train,0.8743007865832535
e2e,HIV,classification,0.1,10,3290,1,3,roc_auc,train,0.9129320094553012
e2e,HIV,classification,0.1,10,3290,1,4,roc_auc,train,0.897880453609928
e2e,HIV,classification,0.1,10,3290,1,0,nef1,test,0.4761904761904761
e2e,HIV,classification,0.1,10,3290,1,1,nef1,test,0.5238095238095238
e2e,HIV,classification,0.1,10,3290,1,2,nef1,test,0.5714285714285714
e2e,HIV,classification,0.1,10,3290,1,3,nef1,test,0.4523809523809524
e2e,HIV,classification,0.1,10,3290,1,4,nef1,test,0.5238095238095238
e2e,HIV,classification,0.1,10,3290,2,0,roc_auc,test,0.6979084184708086
e2e,HIV,classification,0.1,10,3290,2,1,roc_auc,test,0.6755769713590452
e2e,HIV,classification,0.1,10,3290,2,2,roc_auc,test,0.691143127522741
e2e,HIV,classification,0.1,10,3290,2,3,roc_auc,test,0.6799204310627861
e2e,HIV,classification,0.1,10,3290,2,4,roc_auc,test,0.6735394658066012
e2e,HIV,classification,0.1,10,3290,2,0,roc_auc,train,0.8811708860759494
e2e,HIV,classification,0.1,10,3290,2,1,roc_auc,train,0.9206864654333008
e2e,HIV,classification,0.1,10,3290,2,2,roc_auc,train,0.8982984420642649
e2e,HIV,classification,0.1,10,3290,2,3,roc_auc,train,0.9200170399221032
e2e,HIV,classification,0.1,10,3290,2,4,roc_auc,train,0.9134603213242454
e2e,HIV,classification,0.1,10,3290,2,0,nef1,test,0.5952380952380952
e2e,HIV,classification,0.1,10,3290,2,1,nef1,test,0.4523809523809524
e2e,HIV,classification,0.1,10,3290,2,2,nef1,test,0.5714285714285714
e2e,HIV,classification,0.1,10,3290,2,3,nef1,test,0.4761904761904761
e2e,HIV,classification,0.1,10,3290,2,4,nef1,test,0.4523809523809524
e2e,HIV,classification,0.25,25,8225,0,0,roc_auc,test,0.7429623978833116
e2e,HIV,classification,0.25,25,8225,0,1,roc_auc,test,0.7414009540547326
e2e,HIV,classification,0.25,25,8225,0,2,roc_auc,test,0.7293246296761235
e2e,HIV,classification,0.25,25,8225,0,3,roc_auc,test,0.7522480156047818
e2e,HIV,classification,0.25,25,8225,0,4,roc_auc,test,0.7307808184785338
e2e,HIV,classification,0.25,25,8225,0,0,roc_auc,train,0.8762933753943218
e2e,HIV,classification,0.25,25,8225,0,1,roc_auc,train,0.9014195583596216
e2e,HIV,classification,0.25,25,8225,0,2,roc_auc,train,0.9353903259726604
e2e,HIV,classification,0.25,25,8225,0,3,roc_auc,train,0.8953854889589904
e2e,HIV,classification,0.25,25,8225,0,4,roc_auc,train,0.948065825446898
e2e,HIV,classification,0.25,25,8225,0,0,nef1,test,0.6190476190476191
e2e,HIV,classification,0.25,25,8225,0,1,nef1,test,0.6190476190476191
e2e,HIV,classification,0.25,25,8225,0,2,nef1,test,0.5714285714285714
e2e,HIV,classification,0.25,25,8225,0,3,nef1,test,0.6666666666666666
e2e,HIV,classification,0.25,25,8225,0,4,nef1,test,0.5952380952380952
e2e,HIV,classification,0.25,25,8225,1,0,roc_auc,test,0.7005002027849128
e2e,HIV,classification,0.25,25,8225,1,1,roc_auc,test,0.7170464860271538
e2e,HIV,classification,0.25,25,8225,1,2,roc_auc,test,0.7060864443114003
e2e,HIV,classification,0.25,25,8225,1,3,roc_auc,test,0.7104752892099113
e2e,HIV,classification,0.25,25,8225,1,4,roc_auc,test,0.7054442920875258
e2e,HIV,classification,0.25,25,8225,1,0,roc_auc,train,0.8724063604606388
e2e,HIV,classification,0.25,25,8225,1,1,roc_auc,train,0.909597545539786
e2e,HIV,classification,0.25,25,8225,1,2,roc_auc,train,0.8578300889815216
e2e,HIV,classification,0.25,25,8225,1,3,roc_auc,train,0.9058517049467372
e2e,HIV,classification,0.25,25,8225,1,4,roc_auc,train,0.8997079997029919
e2e,HIV,classification,0.25,25,8225,1,0,nef1,test,0.5952380952380952
e2e,HIV,classification,0.25,25,8225,1,1,nef1,test,0.5
e2e,HIV,classification,0.25,25,8225,1,2,nef1,test,0.5952380952380952
e2e,HIV,classification,0.25,25,8225,1,3,nef1,test,0.5714285714285714
e2e,HIV,classification,0.25,25,8225,1,4,nef1,test,0.4761904761904761
e2e,HIV,classification,0.25,25,8225,2,0,roc_auc,test,0.7017738851658006
e2e,HIV,classification,0.25,25,8225,2,1,roc_auc,test,0.7184505301377007
e2e,HIV,classification,0.25,25,8225,2,2,roc_auc,test,0.7121419880646593
e2e,HIV,classification,0.25,25,8225,2,3,roc_auc,test,0.7169238494370305
e2e,HIV,classification,0.25,25,8225,2,4,roc_auc,test,0.7097423665964966
e2e,HIV,classification,0.25,25,8225,2,0,roc_auc,train,0.909370904270432
e2e,HIV,classification,0.25,25,8225,2,1,roc_auc,train,0.892758854274723
e2e,HIV,classification,0.25,25,8225,2,2,roc_auc,train,0.8728314765331622
e2e,HIV,classification,0.25,25,8225,2,3,roc_auc,train,0.8256974144776255
e2e,HIV,classification,0.25,25,8225,2,4,roc_auc,train,0.845005511659472
e2e,HIV,classification,0.25,25,8225,2,0,nef1,test,0.5714285714285714
e2e,HIV,classification,0.25,25,8225,2,1,nef1,test,0.5714285714285714
e2e,HIV,classification,0.25,25,8225,2,2,nef1,test,0.5476190476190477
e2e,HIV,classification,0.25,25,8225,2,3,nef1,test,0.6190476190476191
e2e,HIV,classification,0.25,25,8225,2,4,nef1,test,0.6190476190476191
e2e,HIV,classification,0.5,50,16450,0,0,roc_auc,test,0.7588501129801658
e2e,HIV,classification,0.5,50,16450,0,1,roc_auc,test,0.7540083817763958
e2e,HIV,classification,0.5,50,16450,0,2,roc_auc,test,0.7532532493868169
e2e,HIV,classification,0.5,50,16450,0,3,roc_auc,test,0.7664738600590973
e2e,HIV,classification,0.5,50,16450,0,4,roc_auc,test,0.7522934007995519
e2e,HIV,classification,0.5,50,16450,0,0,roc_auc,train,0.9182784102629464
e2e,HIV,classification,0.5,50,16450,0,1,roc_auc,train,0.8675234495145744
e2e,HIV,classification,0.5,50,16450,0,2,roc_auc,train,0.8737669404190305
e2e,HIV,classification,0.5,50,16450,0,3,roc_auc,train,0.935349849735276
e2e,HIV,classification,0.5,50,16450,0,4,roc_auc,train,0.8532284904264935
e2e,HIV,classification,0.5,50,16450,0,0,nef1,test,0.6666666666666666
e2e,HIV,classification,0.5,50,16450,0,1,nef1,test,0.5476190476190477
e2e,HIV,classification,0.5,50,16450,0,2,nef1,test,0.5952380952380952
e2e,HIV,classification,0.5,50,16450,0,3,nef1,test,0.6190476190476191
e2e,HIV,classification,0.5,50,16450,0,4,nef1,test,0.6666666666666666
e2e,HIV,classification,0.5,50,16450,1,0,roc_auc,test,0.771954846559416
e2e,HIV,classification,0.5,50,16450,1,1,roc_auc,test,0.7674588153498522
e2e,HIV,classification,0.5,50,16450,1,2,roc_auc,test,0.754956642654358
e2e,HIV,classification,0.5,50,16450,1,3,roc_auc,test,0.7480899592498889
e2e,HIV,classification,0.5,50,16450,1,4,roc_auc,test,0.7621284690704726
e2e,HIV,classification,0.5,50,16450,1,0,roc_auc,train,0.9046456809243372
e2e,HIV,classification,0.5,50,16450,1,1,roc_auc,train,0.9248417154035824
e2e,HIV,classification,0.5,50,16450,1,2,roc_auc,train,0.8725373423267379
e2e,HIV,classification,0.5,50,16450,1,3,roc_auc,train,0.9435496607095551
e2e,HIV,classification,0.5,50,16450,1,4,roc_auc,train,0.8953737289344446
e2e,HIV,classification,0.5,50,16450,1,0,nef1,test,0.5714285714285714
e2e,HIV,classification,0.5,50,16450,1,1,nef1,test,0.5238095238095238
e2e,HIV,classification,0.5,50,16450,1,2,nef1,test,0.5714285714285714
e2e,HIV,classification,0.5,50,16450,1,3,nef1,test,0.6190476190476191
e2e,HIV,classification,0.5,50,16450,1,4,nef1,test,0.5238095238095238
e2e,HIV,classification,0.5,50,16450,2,0,roc_auc,test,0.760248363236061
e2e,HIV,classification,0.5,50,16450,2,1,roc_auc,test,0.7526796577763186
e2e,HIV,classification,0.5,50,16450,2,2,roc_auc,test,0.7551430116456477
e2e,HIV,classification,0.5,50,16450,2,3,roc_auc,test,0.7695310840302054
e2e,HIV,classification,0.5,50,16450,2,4,roc_auc,test,0.7271113771992508
e2e,HIV,classification,0.5,50,16450,2,0,roc_auc,train,0.9347400708893512
e2e,HIV,classification,0.5,50,16450,2,1,roc_auc,train,0.904855075722626
e2e,HIV,classification,0.5,50,16450,2,2,roc_auc,train,0.8536033534000849
e2e,HIV,classification,0.5,50,16450,2,3,roc_auc,train,0.8817412813672671
e2e,HIV,classification,0.5,50,16450,2,4,roc_auc,train,0.9066568442533968
e2e,HIV,classification,0.5,50,16450,2,0,nef1,test,0.5714285714285714
e2e,HIV,classification,0.5,50,16450,2,1,nef1,test,0.5476190476190477
e2e,HIV,classification,0.5,50,16450,2,2,nef1,test,0.5714285714285714
e2e,HIV,classification,0.5,50,16450,2,3,nef1,test,0.5714285714285714
e2e,HIV,classification,0.5,50,16450,2,4,nef1,test,0.5714285714285714
e2e,HIV,classification,1.0,100,32901,0,0,roc_auc,test,0.7426997431391106
e2e,HIV,classification,1.0,100,32901,0,1,roc_auc,test,0.7423492149326948
e2e,HIV,classification,1.0,100,32901,0,2,roc_auc,test,0.7340099268043029
e2e,HIV,classification,1.0,100,32901,0,3,roc_auc,test,0.764162112053149
e2e,HIV,classification,1.0,100,32901,0,4,roc_auc,test,0.7404932501593309
e2e,HIV,classification,1.0,100,32901,0,0,roc_auc,train,0.9434852818090368
e2e,HIV,classification,1.0,100,32901,0,1,roc_auc,train,0.9231989433724568
e2e,HIV,classification,1.0,100,32901,0,2,roc_auc,train,0.942865949453622
e2e,HIV,classification,1.0,100,32901,0,3,roc_auc,train,0.9202520526853868
e2e,HIV,classification,1.0,100,32901,0,4,roc_auc,train,0.9256549226926408
e2e,HIV,classification,1.0,100,32901,0,0,nef1,test,0.5476190476190477
e2e,HIV,classification,1.0,100,32901,0,1,nef1,test,0.6428571428571429
e2e,HIV,classification,1.0,100,32901,0,2,nef1,test,0.6428571428571429
e2e,HIV,classification,1.0,100,32901,0,3,nef1,test,0.6190476190476191
e2e,HIV,classification,1.0,100,32901,0,4,nef1,test,0.6428571428571429
