raw_smiles,dataset,key_salt,exact_nosalt,exact_salt
CC1CCCCC1NC(=O)Nc2ccccc2,ESOL,CC1CCCCC1NC(=O)Nc1ccccc1,0,1
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C,ESOL,CC(=O)N(c1onc(C)c1C)S(=O)c1ccc(N)cc1,0,0
C1N(C(=O)NCC(C)C)C(=O)NC1,ESOL,CC(C)CNC(=O)N1CCNC1=O,0,0
CNC(=O)Oc1ccccc1C2OCCO2,ESOL,CNC(=O)Oc1ccccc1C1OCCO1,0,0
CC1=C(CCCO1)C(=O)Nc2ccccc2,ESOL,CC1=C(C(=O)Nc2ccccc2)CCCO1,0,0
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,ESOL,Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,0,1
C1Cc2cccc3cccc1c23,ESOL,c1cc2c3c(cccc3c1)CC2,0,1
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,ESOL,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,0,1
Nc1cc(nc(N)n1=O)N2CCCCC2,ESOL,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],0,0
O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2,ESOL,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,0,0
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,ESOL,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0,1
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,ESOL,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,0,0
c2ccc1[nH]nnc1c2,ESOL,c1ccc2[nH]nnc2c1,0,0
c2ccc1ocnc1c2,ESOL,c1ccc2ocnc2c1,0,1
CCOC(=O)c1cncn1C(C)c2ccccc2,ESOL,CCOC(=O)c1cncn1C(C)c1ccccc1,0,1
CCN2c1ccccc1N(C)C(=O)c3ccccc23,ESOL,CCN1c2ccccc2C(=O)N(C)c2ccccc21,0,0
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,ESOL,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,0,1
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,ESOL,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,0,0
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,ESOL,CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,0,0
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,ESOL,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,0,0
ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,ESOL,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0,0
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O,ESOL,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,0,1
C1SC(=S)NC1(=O),ESOL,O=C1CSC(=S)N1,0,1
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O,ESOL,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,0,1
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,ESOL,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,0,0
CC(=O)Nc1nnc(s1)S(N)(=O)=O,ESOL,CC(=O)Nc1nnc(S(N)(=O)=O)s1,0,1
CC1=C(SCCO1)C(=O)Nc2ccccc2,ESOL,CC1=C(C(=O)Nc2ccccc2)SCCO1,0,1
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,ESOL,CN(C(=O)COc1nc2ccccc2s1)c1ccccc1,0,1
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,ESOL,CN(C(=O)NC(C)(C)c1ccccc1)c1ccccc1,0,1
Nc1nccs1,ESOL,Nc1nccs1,0,1
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,ESOL,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,0,1
OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl,ESOL,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,0,0
Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,ESOL,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0,1
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O,ESOL,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,0,1
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,ESOL,CN1CC(O)N(c2nnc(C(C)(C)C)s2)C1=O,0,0
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,ESOL,CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O,0,0
CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23,ESOL,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0,0
CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O,ESOL,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0,1
o1c2ccccc2c3ccccc13,ESOL,c1ccc2c(c1)oc1ccccc12,0,1
O=C(Nc1ccccc1)Nc2ccccc2,ESOL,O=C(Nc1ccccc1)Nc1ccccc1,0,1
c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,ESOL,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0,1
COc1ccc(cc1)C(O)(C2CC2)c3cncnc3,ESOL,COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,0,0
c1cnc2c(c1)ccc3ncccc23,ESOL,c1cnc2c(c1)ccc1ncccc12,0,1
OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,ESOL,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,0,0
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,ESOL,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(OC)n1,0,0
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,ESOL,CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,0,1
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,ESOL,Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,0,0
OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,ESOL,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,0,1
Cc1c2ccccc2c(C)c3ccc4ccccc4c13,ESOL,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,0,0
Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,ESOL,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0,1
Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34,ESOL,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,0,1
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,ESOL,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,0,1
COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,ESOL,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,0,1
O=c1[nH]cnc2nc[nH]c12,ESOL,O=c1[nH]cnc2nc[nH]c12,0,1
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,ESOL,CC1COC2CC3(C)C(CC4C5C=C6CC(O)CCC6(C)CC5CCC43C)OC2C1,0,0
Cc1ccccc1n3c(C)nc2ccccc2c3=O,ESOL,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,0,1
CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,ESOL,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,0,0
CCC1(CCC(=O)NC1=O)c2ccccc2,ESOL,CCC1(c2ccccc2)CCC(=O)NC1=O,0,0
CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,ESOL,CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,0,0
CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C,ESOL,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0,0
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,ESOL,Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc2ccccc2C)cc1,0,0
CSc1nnc(c(=O)n1N)C(C)(C)C,ESOL,CSc1nnc(C(C)(C)C)c(=O)n1N,0,1
Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O,ESOL,Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,0,0
O=C2NC(=O)C1(CC1)C(=O)N2,ESOL,O=C1NC(=O)C2(CC2)C(=O)N1,0,0
C1Cc2ccccc2C1,ESOL,c1ccc2c(c1)CCC2,0,1
c1ccc2cnccc2c1,ESOL,c1ccc2cnccc2c1,0,1
OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,ESOL,OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,0,0
c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl),ESOL,Clc1c(Cl)c(Cl)c2nccnc2c1Cl,0,0
C1OC1c2ccccc2,ESOL,c1ccc(C2CO2)cc1,0,1
CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2,ESOL,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,0,1
c1ccc2c(c1)c3cccc4cccc2c34,ESOL,c1ccc2c(c1)-c1cccc3cccc-2c13,0,1
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,ESOL,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,0,1
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,ESOL,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,0,1
O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2,ESOL,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,0,0
NC(=O)c1cnccn1,ESOL,NC(=O)c1cnccn1,0,1
OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,ESOL,O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,0,0
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,ESOL,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,0,0
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,ESOL,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,0,1
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C,ESOL,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0,1
O=C2NC(=O)C1(CCC1)C(=O)N2,ESOL,O=C1NC(=O)C2(CCC2)C(=O)N1,0,0
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,ESOL,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,0,0
N(c1ccccc1)c2ccccc2,ESOL,c1ccc(Nc2ccccc2)cc1,0,1
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,ESOL,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0,0
O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,ESOL,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,0,0
CCC1(C(=O)NCNC1=O)c2ccccc2,ESOL,CCC1(c2ccccc2)C(=O)NCNC1=O,0,1
O=C1CCCN1,ESOL,O=C1CCCN1,0,1
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C,ESOL,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,0,0
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,ESOL,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,0,1
c1ccsc1,ESOL,c1ccsc1,0,1
c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43,ESOL,c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,0,1
Cc1occc1C(=O)Nc2ccccc2,ESOL,Cc1occc1C(=O)Nc1ccccc1,0,1
OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O,ESOL,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,0,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(O)=O,BBBP,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,0,1
FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)C#CC3CC3,BBBP,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,0,1
CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,BBBP,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0,1
CN1CCC[C@H]1c2cccnc2,BBBP,CN1CCC[C@H]1c1cccnc1,0,1
CN1CCC(=CC1)c2ccccc2,BBBP,CN1CC=C(c2ccccc2)CC1,0,1
C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,BBBP,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0,1
CN(C)N\N=C/1N=CN=C1C(N)=O,BBBP,CN(C)N/N=C1/N=CN=C1C(N)=O,0,0
CCC1(CC)C(=O)NCC(C)C1=O,BBBP,CCC1(CC)C(=O)NCC(C)C1=O,0,0
Nc1nc(NC2CC2)c3ncn([C@@H]4C[C@H](CO)C=C4)c3n1,BBBP,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,0,1
c1(c(cc2n(ncc2c1)CCN)Cl)Cl,BBBP,NCCn1ncc2cc(Cl)c(Cl)cc21,0,0
c1c2CCOc2c(cc1OC)CN[C@@H]1CCCN[C@H]1c1ccccc1,BBBP,COc1cc2c(c(CN[C@@H]3CCCN[C@H]3c3ccccc3)c1)OCC2,0,0
CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3,BBBP,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,0,0
n1(c(c2nc[nH]c2n(c1=O)C)=O)C,BBBP,Cn1c(=O)c2nc[nH]c2n(C)c1=O,0,0
c1(nccc(c1)c1nc([nH]n1)N)N(C)C,BBBP,CN(C)c1cc(-c2n[nH]c(N)n2)ccn1,0,0
CN(C)Cc1oc(cc1)CSCCNC=1NC=C(CN1)Cc1cnc(cc1)C,BBBP,Cc1ccc(CC2=CNC(NCCSCc3ccc(CN(C)C)o3)=NC2)cn1,0,0
OC(=O)C1=CC(=O)c2ccccc2N1,BBBP,O=C(O)c1cc(=O)c2ccccc2[nH]1,0,1
CNC1(CCCCC1=O)c2ccccc2Cl,BBBP,CNC1(c2ccccc2Cl)CCCCC1=O,0,1
CN(C1CCCC[C@H]1N2CCCC2)C(=O)Cc3ccc(Cl)c(Cl)c3,BBBP,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCC[C@H]1N1CCCC1,0,0
CN1C(=C(\O)Nc2ccccn2)/C(=O)c3sccc3[S]1(=O)=O,BBBP,CN1/C(=C(\O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,0,0
[NH]C(CC(C)C([N@@](C(C)(C)C)C(N)(C)N)(C)C)c1c(c(c[nH+][o+]1)C)[O-],BBBP,Cc1c[nH+][o+]c(C([NH])CC(C)C(C)(C)N(C(C)(C)C)C(C)(N)N)c1[O-],0,0
Cc1nccc2c1[nH]c3ccccc23,BBBP,Cc1nccc2c1[nH]c1ccccc12,0,0
CC1=C2NC3=CC(=O)C=CC3=C2C=CN1,BBBP,Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12,0,0
COc1cc2CCN(C)C3CC4(C=CC(=O)C=C4)c(c1O)c23,BBBP,COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)CC3N(C)CC2,0,0
CCC1(C)CC(=O)NC1=O,BBBP,CCC1(C)CC(=O)NC1=O,0,1
c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(nc2cc1)c1ccccc1)Cn1cncc1,BBBP,CC[C@H](NC(=O)c1c(Cn2ccnc2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0,0
c1cc2c(c(c(c3ccccc3)nc2cc1)OCCNC([C@@H]1CCCN1)=O)C(=O)N[C@@H](CC)c1ccccc1,BBBP,CC[C@H](NC(=O)c1c(OCCNC(=O)[C@@H]2CCCN2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0,0
c1cc2c(c(OCCNC(Cc3ncccc3)=O)c(c3ccccc3)nc2cc1)C(N[C@@H](CC)c1ccccc1)=O,BBBP,CC[C@H](NC(=O)c1c(OCCNC(=O)Cc2ccccn2)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0,0
c1ccc2c(c(C(N[C@@H](CC)c3ccccc3)=O)c(OCCNC(Cc3c(cccc3)C(=O)O)=O)c(c3ccccc3)n2)c1,BBBP,CC[C@H](NC(=O)c1c(OCCNC(=O)Cc2ccccc2C(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0,0
c1nc(C2CCN(CC2)C(NC2CCCCC2)=S)c[nH]1,BBBP,S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1,0,0
Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34,BBBP,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0,1
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN2CCCC2)c2n(CC1)ncn2)=O,BBBP,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ncnc2[C@H]1CN1CCCC1,0,0
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](C[C@]2(CC1)NC(NC2=O)=O)CN1CCCC1)=O,BBBP,O=C1NC(=O)[C@@]2(CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)[C@@H](CN3CCCC3)C2)N1,0,0
CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN4CCSc2c34)C(O)=O,BBBP,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,0,1
CN1CCN(CC1)CC(=O)N2c3ccccc3C(=O)Nc4cccnc24,BBBP,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0,1
CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c3[nH]c4ccc(N[S](C)(=O)=O)cc4c3,BBBP,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,0,1
C[S](O)(=O)=O.Oc1ccc2[nH]cc(CCCCN3CCC(=CC3)c4ccccc4)c2c1,BBBP,Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,0,1
CN1C(=C(/O)Nc2ccccn2)/C(=O)c3ccccc3[S]1(=O)=O,BBBP,CN1/C(=C(/O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,0,1
CN1C(=C(/O)Nc2sc(C)cn2)/C(=O)c3ccccc3[S]1(=O)=O,BBBP,Cc1cnc(N/C(O)=C2/C(=O)c3ccccc3S(=O)(=O)N2C)s1,0,0
FC(F)(F)c1ccc2Sc3ccccc3N(CCCN4CCN(CC4)C5CC5)c2c1,BBBP,FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(C3CC3)CC1)c1ccccc1S2,0,0
COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)c3ccccc3,BBBP,COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,0,1
CN1C(=C(\O)Nc2cc(C)on2)/C(=O)c3ccccc3[S]1(=O)=O,BBBP,Cc1cc(N/C(O)=C2\C(=O)c3ccccc3S(=O)(=O)N2C)no1,0,0
CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2,BBBP,CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,0,0
Clc1ccc2OC(=O)Nc2c1,BBBP,O=c1[nH]c2cc(Cl)ccc2o1,0,1
CN=C1CN(O)C(=C2C=C(Cl)C=CC2=N1)c3ccccc3,BBBP,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,0,1
NN1C=Nc2cc3ccccc3cc2C1=O,BBBP,Nn1cnc2cc3ccccc3cc2c1=O,0,0
CSc1ccc2Sc3ccccc3N(CCC4CCCNC4)c2c1,BBBP,CSc1ccc2c(c1)N(CCC1CCCNC1)c1ccccc1S2,0,0
CCCCCc1cc(O)c(C2C=C(C)CC[C@H]2C(C)=C)c(O)c1,BBBP,C=C(C)[C@@H]1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,0,1
CC(C)(C)c1ccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)cc1,BBBP,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,0,1
Brc1ccc2NC(=O)CN=C(c3ccccn3)c2c1,BBBP,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,0,1
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(nc12)N3CCNCC3,BBBP,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0,1
CC1CCCC1,BBBP,CC1CCCC1,0,1
CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)Cc5cccnc5,BBBP,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,0,1
OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4,BBBP,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,0,1
CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccccc4.O[S](O)(=O)=O,BBBP,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,0,1
Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)N3C(=O)Nc4ccccc34,BBBP,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0,1
Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ccccn3,BBBP,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,0,0
